"","A11_S1","A12_S2","A13_S3","A15_S4","A16_S5","A17_PulledDown_S6","B11_PulledDown_S7","B12_PulledDown_S8","B13_PulledDown_S9","B15_PulledDown_S10","B16_PulledDown_S11","B17_S12","HN878_broth_R1_S1","HN878_broth_R2_S2","HN878_broth_R3_S3","HN878_mimic_D14_R1_S7","HN878_mimic_D14_R2_S8","HN878_mimic_D14_R3_S9","HN878_mimic_D28_R1_S10","HN878_mimic_D28_R2_S11","HN878_mimic_D42_R1_S12","HN878_mimic_D42_R2_S13","HN878_mimic_D42_R3_S14","HN878_mimic_D7_R1_S4","HN878_mimic_D7_R2_S5","HN878_mimic_D7_R3_S6","HN878_R1_1Probe","HN878_R2_1Probe","iMTB_0_S31","iMTB_0_S48","iMTB_14_S18","iMTB_28_S19","iMTB_28_S38","iMTB_42_S20","iMTB_42_S39","KA_2_S12","KA_2_S32","KA_3_S13","KA_3_S33","LLL_Cav_L2_20mm_18_S24","LLL_Cav_L2_20mm_18_S41","LLL_Cav_L2_20mm_21_S25","LLL_Cav_L2_20mm_21_S42","LUL_Cav_L1_15mm_12_S22","LUL_Cav_L1_15mm_12_S39","LUL_Cav_L1_15_S14","LUL_Cav_L1_15_S34","mimic_only_D42_R1_S15","R002_12_S25","R002_12_S4","R002_14_S5","R002_3_S1","R002_3_S22","R002_7_S23","R002_7_S2","R002_9_S24","R002_9_S3","R006_11_S28","R006_11_S8","R006_13_S29","R006_13_S9","R006_17_S10","R006_17_S30","R006_19_S11","R006_19_S31","R006_7_S26","R006_7_S6","R006_9_S27","R006_9_S7","R011_L1_30_S27","R011_L41_22_S23","R011_L4_27_S25","R011_L4_28_S26","R011_L5_18_S21","R011_L5_19_S22","R011_L6_12_S18","R011_R1_8_S16","R011_R1_9_S17","R011_R2_13_S19","R011_R2_14_S20","R011_R3_25_S24","R011_R4_31_S28","RLL_Cav_Cluster_R4_13mm_23_S26","RLL_Cav_Cluster_R4_13mm_23_S43","RLL_Cav_R3_18mm_X_15mm_16_S23","RLL_Cav_R3_18mm_X_15mm_16_S40","RLL_Cav_R3_28_S15","RLL_Cav_R3_28_S35","RUL_Cav_R1_30mm_X_22mm_26_S27","RUL_Cav_R1_30mm_X_22mm_26_S44","RUL_Cav_R1_30mm_X_22mm_7_S37","RUL_Cav_R2_18mm_X_12mm_27_S28","RUL_Cav_R2_18mm_X_12mm_27_S45","RUL_Cav_R2_18mm_X_12mm_8_S21","RUL_Cav_R2_18mm_X_12mm_8_S38","Stearic_acid_0_S29","Stearic_acid_0_S46","Stearic_acid_14_S30","Stearic_acid_14_S47","Stearic_acid_28_S16","Stearic_acid_28_S36","Stearic_acid_42_S17","Stearic_acid_42_S37"
"MT0328.2",10.69,4,18.26,36.91,2,2113.484009,2669.700397,2887.818934,3347.045065,4091.97425,1613.206686,7.28,3041.829063,3639.320594,4137.93289,3265.906644,2167.991735,1776.505913,2691.258115,1330.122885,1860.604382,1817.722634,1529.731385,132.841891,1638.104195,1671.852637,1528.42,1688.5,2874.966094,59.95,0,2200.143309,37.72,1558.60159,14.88,1123.172687,2,1100.095997,0,1031.888312,0,2015.860847,2.54,1605.251557,1.41,2751.929362,3,201.5559,74.46,1656.643443,1879.289685,2475.194085,16.08,45.16,2282.654647,22.22,1674.189517,72.24,2253.102852,3,1613.119053,1819.728456,47.68,1799.261282,279.43,1,1045.150106,0,1222.490087,135.276141,908.861317,32.1321,0,549.643913,57.419089,0.9737,58.792006,0,72.628283,30.145752,1516.868808,292.996067,480.043837,0,937.780207,4,390.112905,0,1431.192945,3,3,1857.887759,24.72,1622.437362,0,2919.853664,160,2372.936111,0,2817.284106,254.34,2458.339338,41.61
"MT0347",11,12,30.28,36.26,3,3718.756916,4851.798168,5425.046452,5058.634322,5751.40727,2488.974348,8.23,3453.944452,4218.472916,1260.311514,2388.883084,1335.093088,654.07272,1513.112286,883.377586,1991.840214,1930.643512,2144.993914,78.029728,473.490164,383.62457,1345.5,1488.15,2074.506196,44.68,0,930.4897,12.35,1365.668304,17.82,752.100342,1,617.769278,1,1946.967568,1,1595.593188,7,2239.958462,1.43,3640.977046,3,144.029256,107.7,2357.87293,1966.965462,1227.792958,6.96,57.62,3274.25028,34.16,2741.044054,27.09,1047.201148,6.15,1643.251288,969.458294,30,878.01952,128.2,9,1141.517916,0,326.6662,217.820652,2310.853356,11.1048,236.9024,648.668384,115.147522,0,129.583762,43.4938,61.35402,152.774286,2691.285296,364.070868,1590.077804,0,1779.192548,4,1072.86249,2.88,2516.875158,4,5.16,4483.84062,51.41,2753.9904,0,1769.114942,94.43,967.940638,0,1023.668226,73.62,1574.780942,26.49
"MT0383",4.35,1,6.91,17.31,2,1297.68075,1600.017948,1463.753997,2167.639947,2209.305213,921.966057,3.61,2701.9656,3033.962649,796.761036,1322.966844,668.985561,718.740783,1015.777665,490.249341,906.772482,876.285702,676.995813,44.8335,341.910234,199.947447,733.76,729.97,813.319542,15.99,0,448.554186,3.77,432.3942,8,583.8318,1,135.875394,0,874.95066,2,1267.403193,2,596.195883,0,806.624406,2,53.8002,53.64,1245.016332,929.966346,1008.335304,2,17.76,764.042544,8.65,978.057747,29.86,1182.827286,3,725.615253,891.698463,16.19,876.006738,103.12,6.45,667.670445,0,479.2203,50.771448,530.270712,0,0,124.686945,60.186483,0,34.8705,0,18.9297,46.108764,1133.101953,168.514182,282.809718,0,541.439235,2.07,330.662007,0,804.253212,0,1,1293.356808,12.86,783.858951,0,848.857563,36.64,360.242154,0,738.248337,57.55,642.962205,9.35
"MT0392",6.84,4.76,12.55,19.55,2,2269.519645,2551.807145,2689.30682,3085.648735,3671.46202,1980.48804,6.18,1771.277075,1988.812955,951.87345,1006.965705,757.977865,497.185275,650.57517,282.277235,539.69264,753.338085,566.617735,121.51707,317.04479,302.8175,1057.16,1426.03,1617.445785,26.38,0,513.794045,7.54,813.27542,10.72,1350.99718,1,2002.35249,0.14,2005.216425,5,1286.86146,3,1067.51894,0.45,1765.179665,2,85.230295,91.08,1846.314225,1128.564895,1098.06758,6.46,47.26,2293.85796,24.58,2022.112615,18.57,633.16573,4.69,1642.902985,399.04161,9.09,889.03112,126.97,5.32,1412.310025,0,313.20568,230.644285,1301.838095,0,246.36,641.921775,446.681475,0,0,0,85.784605,62.524115,1553.17662,106.50964,535.679025,0,1782.18877,2,1029.82586,1,1454.28361,3,10.85,2458.744655,39.45,1871.35056,0,1677.886105,104.88,2115.96551,0,599.82501,38.31,1146.00513,20.78
"MT0407",3.47,6.5,11.15,18.36,0.85,1797.451625,1624.1519,2201.4383,2529.653325,2773.6667,1001.406725,7.73,661.43185,827.36235,532.495,388.349025,316.019625,303.487025,402.553575,177.303975,317.522975,315.429525,244.659675,4.215,195.217725,202.284875,208.24,201.69,544.922225,11.77,0,306.0371,2.5,371.278275,2.5,354.6782,0,137.5214,1,621.817875,0,797.794125,2.72,1005.418,1,1413.085775,0.91,45.0443,13.27,276.721775,994.957775,977.2899,6.62,36.09,1959.237375,25.47,1730.49635,19.73,456.702275,0.11,802.1426,332.423,6.92,345.4052,46.95,2.08,594.72245,0.5,294.5723,74.2683,359.1461,0,17.232325,466.36165,88.381525,0,81.13875,2.81,57.95625,35.47625,1197.895975,71.35995,72.1889,0,689.6021,1.5,95.54,0,1119.707725,3.59,1.86,713.5714,6.91,853.151125,0,470.1411,27.38,315.80185,0,288.762625,23.23,433.716475,4.45
"MT0416",1,1,2.8,2.57,0,242.016948,190.845865,294.044746,494.989769,452.305204,309.848618,3.99,80.208682,125.241654,113.418987,63.316278,43.702544,27.162905,40.497422,30.267237,33.250621,41.394453,26.155005,0.957505,41.182794,54.839839,39.07,58.3,104.005201,1,0,103.702831,2.99,157.343269,2.24,8.990468,0,114.426887,0,67.962697,0.8,224.499646,0,240.656283,0,78.706911,0,30.892135,1.78,15.400712,295.3147,293.571033,2.42,16.54,406.848914,7.47,404.157821,1,12.649145,4.38,241.381971,15.894583,0,18.908204,2.61,1,219.298882,0,2.741488,18.071647,76.368583,0,0,122.9638,52.249536,0,21.357401,6.672298,14.957236,0,298.610533,10.88532,25.691371,0,158.512433,0,0,0,603.087044,0.45,0.46,210.530152,2.96,69.162098,0,115.10218,15,157.93793,0,43.188515,4.32,103.027538,2.7
"MT0431",1,1.72,2.26,6.78,1,295.249864,336.326172,374.887604,426.964356,582.236564,227.117254,0.45,83.65812,130.551148,60.459672,366.872506,236.227264,75.908196,354.623178,109.131932,264.395586,278.04777,156.598078,0,27.868932,38.655526,67.3,85.08,361.286744,5.16,0,218.058568,2,343.605626,5.3,214.7054,0,117.780026,0,100.971416,0.78,119.49938,0,231.719306,0.18,368.685954,0.31,0,2.16,49.219716,16.415126,171.866968,2,11.93,355.615442,4.39,388.73653,3.27,67.208778,0,255.627736,62.367214,0.31,85.634094,13.27,1.54,181.567204,0,50.691004,31.786664,127.32629,12.831,0,64.180662,67.40552,0,0.650104,0,8.554,0,194.825904,4.302662,0,0,139.977656,0,5.200832,0,214.10662,0.92,0,222.934348,2.68,237.835416,0,52.085306,3.05,104.598312,0,144.169116,15.57,416.425828,6.15
"MT0450",0,3.39,3.41,1.53,0,360.782328,494.426508,790.494192,576.3114,850.372584,373.571988,0,456.886008,599.0946,513.802584,376.430244,244.732992,127.53414,224.714844,95.078436,160.186608,179.98728,120.015684,1.232364,140.593056,153.693396,240.82,270.26,241.978296,1.51,0,206.685048,2.23,130.775568,4.15,42.542448,0,230.73168,0,167.394384,0,145.771056,0,266.387388,0,481.119048,1,33.387744,7.05,131.034468,99.98718,129.408576,1,7.03,384.580416,5.34,364.800456,12.31,287.306508,0.61,137.444832,283.28838,8.14,187.277904,23.8,0,70.05834,0,2.682204,6.534636,203.723232,0,0,100.121808,0,0,14.270568,8.243376,11.660856,3.997416,216.730368,9.351468,0,0,118.897236,0,0,0,294.390012,2,0,237.110976,3.49,177.077244,0,443.02968,23.69,406.234812,0,204.883104,19.81,178.972392,2.85
"MT0470",11.77,10.09,25.66,31.22,4.24,2948.315196,4009.982022,2849.482545,4311.179619,4407.328299,1912.032915,8.19,2196.415272,2469.167088,3105.548469,2305.531089,1418.322378,636.532287,2015.877801,820.60527,1338.805695,1444.70937,1182.499416,59.791113,1425.317949,1953.241032,380.78,426.55,3124.50873,42.5,0,1300.766604,17.61,1683.022281,20.07,1440.818151,1.72,1624.945029,1.34,829.929105,0.97,1827.374649,3,1449.732384,1,2023.627902,3.65,41.908752,49.51,1138.380969,1217.541945,2251.097139,10.51,47.89,2978.140689,33.38,2846.248845,57.05,1576.590435,5.09,1884.503349,1142.617116,25.07,965.873853,137.58,9.82,1252.476684,1,765.718602,62.076261,595.949352,0,1.0779,530.068104,460.101615,0,102.745428,0,11.932353,0,1177.573413,167.451765,437.131566,0,655.988382,3,267.3192,0,2049.723861,3.42,7.77,1453.063095,14.89,1170.437715,0,2454.820239,138.92,2664.601137,0,2012.536311,145.54,2616.634587,33.89
"MT0472.1",5.91,7.72,15.91,18.96,2,1635.64611,2493.901522,2040.37351,3257.74148,2982.930678,1417.201002,5.62,642.816594,709.88827,457.817584,818.078814,365.681526,350.712894,822.565814,342.151698,600.746482,563.226188,340.841494,34.9986,238.789166,255.319274,285.78,334.32,880.421192,19,0,563.280032,7.28,787.755668,7.26,360.099698,0,877.6572,0,503.62088,0,982.285066,0,862.374478,0,1530.318272,3.49,66.237094,21,288.02053,765.024526,602.675892,4.07,44.99,1570.234624,18.89,1319.6267,18,508.215568,2.45,859.251526,454.506178,10,402.448004,58.95,3.38,438.451692,0,31.409,41.899606,440.013168,0,90.6374,269.076416,188.866804,0,0,0,34.9986,12.5636,862.527036,109.177684,257.5538,0,306.174932,0,506.1336,1,1137.481422,8.69,2.66,913.526278,8.99,579.926802,0,360.70993,15.16,466.648,0,653.073876,58.95,744.142028,9.76
"MT0492",3.23,5.8,7.2,9.03,0.88,741.446228,1248.068124,876.797304,1078.143876,1537.318432,404.637808,1,452.208228,591.436324,1242.320288,995.335652,685.752528,399.246904,1023.705592,500.701748,497.79706,411.567212,289.225692,446.96502,3895.248148,6307.222292,175.5,184.42,823.491356,17.46,0,864.833928,6.2,275.526888,7.36,141.29584,0,790.259756,0,105.368788,0,523.95156,1.97,365.510676,1,430.250756,2.78,15.385,8.59,212.165304,519.76684,736.301484,9.35,19.74,664.250452,7.11,539.385792,17.32,703.180656,0.34,399.013052,827.626844,21.31,555.226188,74.61,1.76,338.125376,0,109.073496,8.750988,82.365136,0,32.013108,123.030768,85.626756,0,0,0,0,54.192124,416.44118,113.66438,34.4624,0.32,193.321756,1,0,0,625.344864,3.07,0.84,390.889772,5,232.6212,0,1677.998872,97.84,630.821924,0,1417.8816,111.77,556.173904,8.77
"MT0494",0.99,0,1.03,6.24,0.08,310.7265,654.572415,235.356765,680.363775,619.385025,162.95643,1.97,828.367155,1023.76428,996.307935,832.736415,515.371185,804.53772,730.11183,366.922395,474.38286,498.18048,462.346185,36.35394,693.60942,408.78033,424.58,466.78,708.212505,10.41,0,506.420565,12.31,367.092075,3.8,562.72251,0.15,482.16693,0.7,101.882235,0.5,421.0185,0.18,194.11392,1,152.701395,0,40.818645,20.34,543.50625,278.264595,418.00668,4.53,3.23,178.620015,3.66,267.54294,14.46,558.22599,0,158.109945,455.028735,5.99,467.10783,56.62,0.99,519.94194,0,103.727505,1.537725,124.24818,0,0,64.192065,0,0,2.121,0,5.843355,0,92.60286,120.780345,173.190255,0.91,117.99123,0,0,0,330.79116,0.39,1,185.29056,2.07,152.298405,0,626.14041,28.41,673.470525,0,727.301505,60.74,512.656305,7.11
"MT0506",2.2,1.04,5.34,6.78,0,460.831195,655.841632,729.271983,742.53789,884.816213,360.270166,0.89,50.908787,78.894985,192.470612,114.741273,64.987438,88.851099,81.579179,47.796833,63.436808,49.224482,44.449611,7.009917,125.237434,204.715242,34.44,34.43,158.602714,2.38,0,101.678552,1.92,89.364411,2.44,13.442358,0.2,3.7429,0,56.437585,0,215.548264,0,215.462712,0,260.928253,2.74,0.133675,0.65,12.51198,143.8343,358.115325,6.43,11.64,554.195162,4.61,504.70333,8.3,121.382247,1.22,445.891677,106.116562,3.46,81.846529,17.28,0.19,291.293866,0,513.975028,12.009362,69.77835,12.8328,0,150.453886,43.04335,0,59.308924,0,0.336861,7.91356,264.564213,19.709042,43.455069,0,95.92518,0,0,0,397.2821,0.02,1.32,172.970103,4.23,358.350593,0,144.310183,9.51,0,0,156.56016,15.06,171.376697,2.35
"MT0512",6,6,9.38,20.14,2,1354.075907,1895.1428,2417.502858,2163.334495,2705.533763,1578.385806,6.47,890.436287,1114.021466,158.559677,279.850628,125.911041,46.2009,174.11398,98.7431,195.49322,283.338343,259.848356,3.6236,87.944772,58.955972,373.82,355.8,286.71735,3.43,0,154.256652,4,239.646786,3,122.2965,0,181.796012,0,1017.860181,3,563.342974,0.32,945.977016,0,2227.852693,3,67.9425,35.15,651.967171,1031.077262,378.013952,2.39,24.57,1279.909874,15.73,1192.481465,11.77,233.024657,2.35,630.125922,240.797279,5,310.696523,50.01,7,658.380943,0,47.1068,84.629178,790.008213,16.3062,35.3301,264.694921,180.835758,0,12.854721,0,100.5549,29.342101,922.758799,45.458062,161.2502,0,840.158837,3.39,916.13667,0,833.491413,2.04,4,916.172906,11.41,522.360058,0,158.559677,11.68,1405.793738,0,178.145235,15.14,176.659559,4.28
"MT0525",12.04,7.84,23.35,26.72,1,1944.908014,3064.156301,2585.467513,3083.996768,3459.813364,1900.550191,6.03,2651.757331,3257.593592,1459.51859,1526.23446,1023.628662,631.52526,908.488109,507.97018,691.617958,757.249332,624.137131,78.403251,621.212865,657.039965,739.93,900.23,1671.256751,27.97,3568.1855,774.630317,16.11,818.358745,11.2,1275.222051,1.92,1108.732549,1,528.807996,0,1285.505397,2.65,1269.170176,1,1563.552742,0.43,46.633328,39.39,718.652894,1040.506131,2064.338136,10.19,52.3,2492.559128,32.85,2184.814022,39.96,1109.013356,5.12,1664.740092,838.296042,18.09,610.164562,97.35,2.82,763.804723,0,655.73276,120.930987,507.786203,0,73.852241,625.676728,122.9741,0,81.3372,0,33.290154,12.5879,1432.929072,154.850536,329.338196,0,492.244988,2,389.363113,0,1642.498241,3.59,7.59,1122.821314,14.74,1072.430982,0,1608.210738,93.09,1361.352336,0,1121.155838,84.18,1119.461313,11.76
"MT0540",3.2,1.59,6.99,5.36,0,540.242172,967.577016,500.110512,1184.126376,808.361164,335.741288,3.91,594.505204,649.944354,294.622048,265.721866,167.26014,153.649492,218.452696,77.785392,179.497154,177.00127,153.550734,7.424806,91.360128,110.38451,247.7,276.03,395.094846,9.84,0,87.113534,0.24,132.8744,2.86,250.584958,0.74,134.598176,0,127.0387,0,292.000472,0.03,211.440878,0,174.963264,0,0,25.62,385.398606,246.652594,256.689998,1.82,1.73,176.345876,2.23,151.207476,5.82,264.994648,1.57,96.414742,147.2392,1.86,103.480428,19.74,6.74,587.933308,0,10.809512,6.931016,91.862896,18.566504,0,182.037928,0.94269,0,13.368242,0,0,0,64.59671,75.181772,381.358506,0,36.85469,0,46.28159,0,240.125588,0,1,264.545748,4.66,131.536678,0,394.241936,38.01,217.922994,0,100.68827,10.8,202.112736,1
"MT0555",0.46,3.31,3.85,5.95,1,601.081782,820.199352,860.68857,634.649526,1048.748484,271.314288,3,571.326,671.532834,515.776254,383.02257,218.583708,61.337934,285.1947,154.642026,209.714106,188.893488,179.40573,11.351592,166.827192,195.505884,292.42,280,361.536966,3.18,0,262.135608,2.65,165.225606,1.41,137.49288,0.41,90.925128,0,230.843802,0.49,288.322944,1.24,253.575084,0,374.855418,3.49,36.602328,6.42,127.977024,146.746488,334.029024,5.3,5.73,437.560788,0.88,374.21853,13.82,297.482892,0,215.820738,242.139198,2.18,205.265256,44.01,1.11,164.88843,0,5.366718,12.606636,119.350938,7.4928,7.408506,96.788244,0,0,33.539646,0,0,14.32998,410.802126,16.943094,38.72841,0,182.234262,1.26,176.343048,0,347.122692,0,1.92,227.73429,1,59.483466,0,465.995964,31.76,221.327946,0,269.516016,23.26,241.68963,6.7
"MT0568",11,4,15.03,27.85,1,1549.031673,3458.044568,2898.583515,3653.254289,4654.595084,1829.457461,2.77,4404.695108,5217.483174,5520.310616,4123.842309,2833.513608,2056.901038,3039.409553,1362.088447,2176.44222,2089.463364,1910.501959,180.275285,2305.903196,2636.530149,2543.49,2747.31,3453.53358,60.59,0,1721.1828,20.07,1636.65652,13.09,3589.640599,4,2737.118612,1.45,707.798105,2,2090.131253,2,1001.910143,0.07,1353.252604,5,26.2776,80.03,1985.721589,1278.711812,2400.513505,15.84,35.95,1665.397645,16.27,1495.370624,94.41,4022.33413,5,1096.126288,3175.242847,58.26,2478.174762,314.89,6.49,1069.366932,0,617.906815,80.69413,832.824736,0,0,291.035369,132.4829,0,51.558841,12.0439,93.460664,60.2195,1192.269457,332.564926,512.4132,0,678.914643,3,386.4997,0,1565.707,3.51,3.36,1307.759509,16.19,1618.503078,0,5525.204819,274.32,2308.301027,1,3129.322741,225.57,2683.216685,32.24
"MT0573.1",3.15,0.18,0.74,2.41,0.73,206.06945,352.3312,320.75951,380.404335,382.65201,81.86749,1.49,83.54836,91.23606,56.49808,108.65717,65.38454,7.563915,95.320965,40.738295,62.550515,78.851045,47.579045,1.05543,19.51894,23.186885,99.74,121.82,99.37981,1.61,0,63.9773,0.22,61.286605,0,168.19124,0,15.7663,0.78,112.676925,0.45,110.72894,0,105.86875,0,294.223915,1.73,14.9845,7.81,73.69768,167.99579,78.785895,0.95,11.23,276.18388,6.24,232.188085,3.53,56.30263,2.47,180.5958,52.061365,1.22,64.465925,17.69,0,79.906475,0,2.273735,14.45027,50.99942,0,18.222455,81.913095,0,0,7.212105,0,0,5.036095,168.692895,17.94231,21.59071,0,100.25282,0.42,0,0,222.26574,0.42,1.22,190.04255,2.39,177.09073,0,113.680235,6.73,10.74975,0,66.928595,7.32,102.84579,0.72
"MT0576",1,0,2.65,3.73,0,192.314287,217.676701,249.591419,254.047541,330.04455,99.526999,0.35,48.462062,75.275145,26.993549,74.081293,51.516102,0,71.679707,30.568164,52.772423,71.589474,62.739699,0.846802,18.719877,35.461569,45.76,63.76,51.925621,0,0,32.143771,0,50.245899,2.03,151.633086,0,13.882,0,53.570638,0,118.795215,1.09,115.574591,0,175.288014,0,0,0,35.808619,71.617238,64.468008,1.3,5.35,306.195274,3.03,241.838322,6.36,75.844307,0.27,89.754071,62.101127,3.58,46.261765,8.01,0.27,75.552785,0,0,9.661872,59.880007,0,0,31.359438,0,0,7.42687,0,0,6.691124,178.355936,16.575108,0,0,56.374802,0.59,0,0,172.962779,0,0,135.981131,0,158.567145,0,23.502226,2.32,24.9876,0,54.8339,0.65,85.450651,1.36
"MT0598",1.19,0,6.55,5.07,0.81,392.799828,380.268436,443.510904,566.406752,749.670756,198.966264,1.72,372.2158,393.856784,209.45218,145.373272,86.472688,29.716432,45.593584,17.572844,41.418988,52.12542,43.350404,0.965708,88.137964,104.676664,151.32,199.34,501.955248,16.76,0,76.146456,3.74,273.880872,1.26,7.9842,0,153.783296,0.2,94.608968,0,391.666832,0,125.108612,0,249.388388,1,17.26108,39.99,674.855,659.49492,1042.036952,6.66,7.09,339.967236,5.72,239.092572,10.61,191.712048,1,224.576536,155.494196,7.64,187.674324,44.01,4.04,645.640432,0,285.066356,9.216048,94.844692,0,5.087076,145.57858,0,0,5.47488,0,0,0,201.39194,30.590892,181.271756,0,61.128556,0.51,0,0,292.928892,0,0,203.399396,4.07,114.850816,0,546.263756,41.61,480.299056,0,185.826552,16.86,415.550996,7.65
"MT0600",1.05,1.96,11.01,21.97,0,822.437268,989.677472,1030.177264,1312.758868,1790.78382,430.295812,2.85,172.017944,247.747536,354.604828,201.417936,45.480224,32.006032,27.257248,19.7866,39.611808,44.071032,29.10078,1.01346,183.088788,210.114388,40.96,38.59,903.900148,21.64,0,95.342456,2.77,116.538248,2,58.8772,0,3.8608,0,334.692752,0,1429.287464,6.88,450.825616,0,476.548196,1.27,8.841232,141.93,3035.737388,2750.520788,3498.155056,23.42,14.07,744.140244,7.66,793.655004,14.23,436.453788,1.64,723.9,341.786972,8.49,404.640796,60.99,32.81,5072.454168,0,53.095652,20.356068,249.977148,0,30.635448,203.792328,14.082268,0,12.653772,0.9652,4.497832,28.782264,435.575456,92.089732,1271.245616,0,195.105528,1,271.308068,0,584.341732,3.08,1.86,474.328236,5.41,480.341432,0,1590.012568,92.05,163.997132,0,239.929416,14.61,535.579828,6.47
"MT0603",1.95,1.8,4.62,3.76,0,427.809624,382.960428,524.523899,515.662717,565.907305,229.791244,0,198.617868,205.736788,191.161736,246.249063,157.983822,53.363799,187.133926,79.947345,158.292933,182.797005,112.87235,0.290377,70.552244,41.467709,58.45,67.22,230.70921,6.26,0,40.390504,0.78,118.314577,1.5,2.566558,0,0,0,163.660224,0,199.545201,0,173.626712,0,592.715659,1.08,0,9.93,151.342619,379.110591,152.49476,0.47,3.84,281.656323,4.89,334.551772,1.46,110.895913,0,100.920058,45.720327,0.47,104.741794,10.55,0.47,200.631773,0,2.34175,19.95171,175.856058,0,0,56.932626,63.50826,0,36.203455,33.889806,30.986036,1.742262,238.708628,37.130788,183.911678,0,134.800497,1,301.046013,0,246.567541,0.77,1,315.883341,0.16,46.076273,0,162.292642,12.05,283.960605,0,156.944085,11.82,123.213518,2.22
"MT0608",7.92,0.61,20.96,24.16,1.14,1450.688044,3215.691452,2491.734082,2451.771226,2987.939544,766.86402,5.97,1447.06229,1661.049972,2720.236146,1734.485698,1234.779508,831.513828,1550.640648,790.67579,1061.35708,931.523262,845.368982,33.18872,1005.527288,1200.601946,612.78,782.01,1352.89498,29.27,0,830.763672,15.43,766.420746,4.95,731.197512,1,565.106154,0,417.348154,0,659.523516,3,603.500502,0.66,1375.91113,3,79.812052,24.46,439.648246,678.15239,577.131382,6.64,17.5,1188.349398,9.55,944.639626,18.07,647.589216,1,669.40057,471.46168,16.23,480.429454,76.19,1.2,421.246692,1,321.976048,36.075684,483.725594,0,0,340.820876,120.4796,0,51.419784,0,23.8686,1.1366,1093.250076,168.72827,171.762992,0,387.35328,1,446.74063,0.11,958.858492,0.68,0.68,832.775454,5,642.167634,0,1975.35397,108.95,893.060718,0,906.643088,78,844.084624,17.03
"MT0610",6,7.03,22.5,28.66,1,2519.787533,3536.372483,3674.193309,3981.250153,3948.440553,1708.734221,13.89,3341.206628,4069.272158,1498.588733,1487.125879,736.37046,725.820123,1049.025442,350.283492,916.013273,1128.886059,758.609217,71.535181,401.158878,368.236495,1633.59,1759.64,1194.935885,25.31,0,521.682893,6,770.348902,8.28,373.250212,0,1978.080531,0,2117.367536,0,1612.7969,1,1725.467117,0.76,1917.300747,7,186.522576,109.07,2195.833745,1819.128272,1791.804027,12.5,37.14,2039.824097,19.84,1668.193859,42.88,1124.897642,3.08,1143.137729,916.6182,24.18,1189.265976,170.42,14.8,1620.066277,0,586.502359,120.103642,2285.147628,8.2024,24.853272,422.669672,33.763129,0,82.054759,75.8722,206.823516,3.0759,2029.119965,269.889719,1080.778983,1,1749.797486,5.54,1788.861416,3.93,1824.613627,7,4.27,5375.166009,58.5,2601.093823,0,1273.268805,56.23,1970.575335,0,801.897383,54.8,853.746804,8.62
"MT0614",10,5.62,9.88,12.5,1,1533.646961,1927.810962,2091.98143,2514.632505,2592.602166,1410.005751,6.5,328.427946,434.171199,175.58618,149.213449,72.923081,22.057035,58.636039,47.655377,49.552195,123.040841,45.41922,6.0907,55.277453,57.191673,95.22,117,233.326016,5.35,0,306.301303,4.69,333.613742,4.35,128.7748,0,79.588047,0,474.952786,2,493.3467,3,1010.88218,1,1160.434968,2,0,4.47,68.842312,912.265046,509.147716,6,36.34,2073.839845,23.41,1531.384701,6.07,87.871399,7.39,1001.728728,32.1937,1,82.381068,19.81,4.99,497.035924,0,281.338134,36.683416,666.261673,0,18.2721,347.048086,139.520535,0,86.57495,0,53.284924,2.967041,1303.4098,53.850489,196.921032,0,563.598574,0,584.733303,0,1348.298259,2.23,5,1262.758728,16.8,590.7979,0,202.855114,7,755.742757,0,129.140242,11,141.626177,2.15
